Ship name,IMO Number,Flag,Gross tonnage,Type of ship,Date,Time,Area,Latitude,Longitude,Place,Label
BHAIRAVI,9414319.0,India,8625.0,Chemical tanker,2015-07-23,00:53,Arabian Sea,22° 42.90' N,70° 04.20' E,In port area,0
NORTHERN VIGOUR,9304708.0,MAR (Portugal),27437.0,Container ship,2015-04-05,00:08,South China Sea,10° 16.03' N,107° 00.43' E,In port area,0
FULHAM ROAD,9594901.0,Liberia,42411.0,Product tanker,2015-07-05,08:48,Indian Ocean,17° 40.29' N,83° 24.24' E,In port area,0
LEVAN,9287986.0,Bahamas,31198.0,Bulk carrier,2015-06-29,05:43,Malacca Strait,1° 03.68' N,103° 40.30' E,In territorial waters,0
KIRAN TURKIYE,9473353.0,Malta,92050.0,Bulk carrier,2015-06-26,04:58,Malacca Strait,1° 03.70' N,103° 37.18' E,In territorial waters,0
ZALIV AMERIKA,9354301.0,Cyprus,60178.0,Tanker,2015-08-10,06:01,Malacca Strait,1° 05.30' N,103° 34.90' E,In territorial waters,0
SILVER DUBAI,9683427.0,Panama,29327.0,Product tanker,2015-07-26,04:38,South China Sea,7° 11.00' N,125° 40.00' E,In port area,0
GALLIA GRAECA,9221607.0,Cyprus,39035.0,Bulk carrier,2015-07-31,02:53,Malacca Strait,1° 04.50' N,103° 41.80' E,In territorial waters,0
ESHIPS COBIA,9353888.0,Marshall Islands,8473.0,Chemical tanker,2015-06-29,21:43,Malacca Strait,3° 55.00' N,98° 46.00' E,In port area,0
ROBERTA,9700653.0,Marshall Islands,36286.0,Bulk carrier,2015-06-08,03:08,West Africa,4° 03.16' N,9° 41.40' E,In port area,0
SILVER AMANDA,9682394.0,Marshall Islands,29460.0,Product tanker,2015-06-27,00:48,East Africa,4° 02.60' S,39° 38.50' E,In port area,0
TH SERENADE,9370848.0,Panama,60205.0,Oil tanker,2015-06-27,01:18,South China Sea,13° 44.00' N,121° 02.00' E,In port area,0
GREAT HOPE,9629639.0,"Hong Kong, China",40913.0,Bulk carrier,2015-06-18,06:46,Malacca Strait,1° 08.26' N,103° 28.78' E,In territorial waters,0
CLIPPER POSH,9656747.0,NIS (Norway),48051.0,Gas carrier - LPG,2015-06-17,06:11,Malacca Strait,1° 08.23' N,103° 46.56' E,In territorial waters,0
BALSA,9603611.0,Marshall Islands,26412.0,Container ship,2015-05-16,22:58,South China Sea,10° 11.00' N,107° 03.00' E,In territorial waters,0
OKYALOS,9145059.0,Cyprus,38995.0,Bulk carrier,2015-05-22,03:03,Malacca Strait,1° 02.60' N,103° 39.71' E,In territorial waters,0
TAUNG GYI STAR,9101819.0,Liberia,9590.0,Container ship,2015-06-22,22:53,Indian Ocean,22° 09.00' N,91° 44.00' E,In port area,0
PRO TRIUMPH,9404948.0,Panama,57773.0,Oil tanker,2015-06-17,06:08,Malacca Strait,1° 04.00' N,103° 34.00' E,In territorial waters,0
HELMUTH RAMBOW,9306275.0,Antigua and Barbuda,9957.0,Container ship,2015-06-20,07:38,Indian Ocean,22° 10.00' N,91° 42.00' E,In port area,0
ORKIM HARMONY,9524671.0,Malaysia,5081.0,Product tanker,2015-06-11,22:08,South China Sea,2° 08.90' N,104° 27.30' E,In international waters,0
BIRCH 6,9138628.0,"Hong Kong, China",16405.0,Bulk carrier,2015-06-19,03:13,Malacca Strait,3° 55.00' N,98° 46.00' E,In port area,0
HARBOUR TRADER,9753375.0,Malaysia,156.0,Tug,2015-06-13,21:08,South China Sea,1° 35.00' N,105° 00.00' E,In international waters,0
BALSA,9603611.0,Marshall Islands,26412.0,Container ship,2015-06-04,00:08,South China Sea,10° 05.00' N,107° 02.00' E,In territorial waters,0
ORKIM VICTORY,9420095.0,Malaysia,5036.0,Product tanker,2015-06-04,01:23,South China Sea,2° 21.76' N,104° 22.81' E,In territorial waters,0
KILIAN S,9456173.0,Antigua and Barbuda,32987.0,Bulk carrier,2015-06-01,02:28,Indian Ocean,22° 15.54' N,91° 42.65' E,In territorial waters,0
BALSA,9603611.0,Marshall Islands,26412.0,Container ship,2015-05-22,07:38,South China Sea,10° 11.00' N,107° 03.00' E,In port area,0
OVERSEAS MILOS,9470258.0,Marshall Islands,30031.0,Product tanker,2015-05-15,04:08,Arabian Sea,23° 02.20' N,70° 13.40' E,In port area,0
HONEY BADGER,9711315.0,Marshall Islands,34769.0,Bulk carrier,2015-05-15,18:08,West Africa,9° 22.00' N,13° 43.00' W,In port area,0
NORD SEOUL,9544736.0,Singapore,22683.0,Bulk carrier,2015-05-11,13:38,South China Sea,10° 12.79' N,107° 04.54' E,In territorial waters,0
ALPHA,9290270.0,"Hong Kong, China",46632.0,LPG tanker,2015-05-08,04:03,Malacca Strait,1° 02.66' N,103° 39.03' E,In territorial waters,0
TIGER WEST,9619866.0,"Hong Kong, China",42114.0,Bulk carrier,2015-05-09,02:48,Malacca Strait,1° 10.00' N,103° 50.00' E,In territorial waters,0
CS CALVINA,9542532.0,Bahamas,24065.0,Bulk carrier,2015-05-03,16:08,Malacca Strait,3° 47.00' N,98° 42.00' E,In port area,0
AILSA CRAIG I,8907319.0,Panama,150340.0,Special purpose ship,2015-04-24,02:53,West Africa,4° 13.15' N,7° 23.53' E,In international waters,0
ASHAHDA,9258480.0,Malta,56227.0,Oil tanker,2015-05-05,20:06,Indian Ocean,21° 48.10' N,91° 42.00' E,In port area,0
OCEAN RUBY,9498705.0,"Hong Kong, China",51209.0,Bulk carrier,2015-05-06,05:53,Malacca Strait,1° 03.60' N,103° 37.20' E,In territorial waters,0
VOLME,9284544.0,Bahamas,29414.0,Bulk carrier,2015-04-26,03:03,Malacca Strait,1° 15.81' N,104° 10.28' E,In territorial waters,0
HUGLI SPIRIT,9283784.0,Bahamas,29242.0,Chemical tanker,2015-04-23,05:39,Malacca Strait,1° 16.85' N,104° 11.38' E,In territorial waters,0
GREAT OCEAN,9592109.0,"Hong Kong, China",44543.0,Bulk carrier,2015-04-22,04:23,Malacca Strait,1° 15.30' N,104° 10.30' E,In international waters,0
SPOTTAIL,9409479.0,Marshall Islands,40975.0,Product tanker,2015-04-18,05:53,Malacca Strait,1° 07.56' N,103° 45.52' E,In territorial waters,0
MEDI YOKOHAMA,9660592.0,Panama,32370.0,Bulk carrier,2015-04-26,02:00,Malacca Strait,1° 15.00' N,104° 07.00' E,In territorial waters,0
CMB BORIS,9474228.0,"Hong Kong, China",23432.0,Bulk carrier,2015-04-24,02:33,West Africa,9° 25.00' N,13° 43.00' W,In territorial waters,0
PHUBAI PATTRA 3,9004140.0,Thailand,3018.0,Product tanker,2015-04-21,12:13,South China Sea,2° 28.00' N,104° 26.00' E,In territorial waters,0
ALAM SURIA,9561916.0,Panama,17986.0,Bulk carrier,2015-04-16,03:38,Malacca Strait,1° 03.00' N,103° 40.00' E,In territorial waters,0
KOTA WISATA,9071208.0,Singapore,17125.0,Container ship,2015-04-03,09:08,South China Sea,10° 07.40' N,107° 05.90' E,In port area,0
DENSA HAWK,9649093.0,Malta,22709.0,Bulk carrier,2015-03-30,09:08,South China Sea,1° 27.11' N,104° 39.83' E,In international waters,0
ISMAR,8324397.0,Bangladesh,25980.0,Bulk carrier,2015-03-30,06:03,Malacca Strait,1° 05.25' N,103° 34.03' E,In territorial waters,0
SRI PHUKET,9062714.0,Thailand,2995.0,Product tanker,2015-03-26,14:08,South China Sea,2° 38.00' N,104° 43.00' E,In international waters,0
VOGE FANTASY,9117600.0,Liberia,19354.0,General cargo ship,2015-04-03,14:08,South China Sea,5° 48.00' N,118° 05.00' E,In port area,0
DONGFANG GLORY,9554872.0,Malaysia,4347.0,Product tanker,2015-04-01,14:11,South China Sea,2° 09.50' N,107° 32.32' E,In international waters,0
SONGA PEACE,9409522.0,Marshall Islands,11623.0,Chemical tanker,2015-03-20,15:38,Malacca Strait,1° 42.00' N,101° 29.00' E,In port area,0
MSC ROSA M,9461398.0,Panama,153115.0,Container ship,2015-03-23,07:38,Malacca Strait,1° 10.10' N,103° 28.40' E,In territorial waters,0
GLOBAL TRINITY,9590735.0,Panama,17019.0,Bulk carrier,2015-03-25,20:38,South China Sea,13° 42.40' N,100° 33.60' E,In port area,0
GREEN GLACIER,9004401.0,Liberia,5136.0,Refrigerated cargo carrier,2015-03-25,03:38,West Africa,5° 15.00' N,4° 00.00' W,In port area,0
MSC VANCOUVER,9285691.0,Luxembourg,83133.0,Container ship,2015-03-21,06:38,Malacca Strait,1° 07.00' N,103° 34.00' E,In territorial waters,0
CAPETAN GIORGIS,9288423.0,Marshall Islands,39967.0,Bulk carrier,2015-03-21,02:08,Malacca Strait,1° 13.60' N,103° 58.30' E,In territorial waters,0
MARIDIVE 603,9647007.0,Belize,3231.0,Supply ship,2015-03-19,01:38,West Africa,4° 14.10' N,8° 02.10' E,In international waters,0
ORE PANTANAL,9569774.0,Singapore,93196.0,Bulk carrier,2015-03-19,03:56,South China Sea,1° 16.70' N,104° 16.60' E,In territorial waters,0
SINGA BERLIAN,9062439.0,Malaysia,998.0,Product tanker,2015-03-09,22:16,South China Sea,1° 43.00' N,105° 50.00' E,In international waters,0
SEA FORCE,9322102.0,Marshall Islands,8539.0,Product tanker,2015-03-12,23:02,West Africa,6° 26.00' N,3° 22.00' E,In port area,0
MAHITIS,9225067.0,Greece,40832.0,Bulk carrier,2015-03-11,06:08,South China Sea,10° 15.00' N,107° 02.00' E,In port area,0
SIRA,9408803.0,Marshall Islands,12105.0,Chemical tanker,2015-02-05,03:28,West Africa,6° 26.43' N,3° 25.34' E,In port area,0
LBC EARTH,9644548.0,Malta,42744.0,Bulk carrier,2015-02-25,05:38,Malacca Strait,1° 08.00' N,103° 28.00' E,In territorial waters,0
SUNNY ETERNITY,9658915.0,Panama,40978.0,Bulk carrier,2015-02-16,06:23,Malacca Strait,1° 11.10' N,103° 24.90' E,In territorial waters,0
LAPIN,7808786.0,Thailand,1848.0,Product tanker,2015-02-13,20:03,Malacca Strait,3° 11.00' N,100° 43.00' E,In international waters,0
SEA STAR,9624500.0,Marshall Islands,33042.0,Bulk carrier,2015-02-14,05:38,Malacca Strait,3° 47.30' N,98° 41.90' E,In port area,0
BRIDGEGATE,9538945.0,Singapore,29977.0,Bulk carrier,2015-02-12,21:08,South China Sea,3° 41.00' S,114° 28.00' E,In territorial waters,0
SARA,9322243.0,Antigua and Barbuda,9590.0,Container ship,2015-02-10,04:58,South China Sea,20° 52.00' N,106° 40.00' E,In port area,0
REMI,8805470.0,Nigeria,22607.0,Tanker,2015-02-01,19:38,West Africa,5° 28.00' N,5° 05.00' E,In territorial waters,0
AMBER HALO,9111929.0,Liberia,25074.0,Bulk carrier,2015-01-29,01:58,South China Sea,6° 01.00' S,106° 55.00' E,In territorial waters,0
WHITE CORAL,9378826.0,Panama,19817.0,Bulk carrier,2015-01-28,07:08,Malacca Strait,1° 02.50' N,103° 39.00' E,In territorial waters,0
MARIAM,8666472.0,Cook Islands,1100.0,Product tanker,2015-01-11,06:08,West Africa,3° 44.00' N,4° 59.00' E,In international waters,0
MINERAL FAITH,9575668.0,"Hong Kong, China",91971.0,Bulk carrier,2015-01-18,07:40,Malacca Strait,1° 07.00' N,103° 31.00' E,In territorial waters,0
FRONT CLYDE,9654579.0,Marshall Islands,29993.0,Chemical tanker,2014-12-14,02:08,West Africa,6° 18.50' N,3° 23.60' E,In port area,0
STEINTOR,9216731.0,Marshall Islands,16850.0,Container ship,2014-12-10,06:54,Indian Ocean,14° 36.80' N,93° 24.32' E,In international waters,0
KIEN SAN 1,9218600.0,Malaysia,192.0,Tug,2015-01-08,16:56,Malacca Strait,1° 11.60' N,103° 38.81' E,In territorial waters,0
SVENJA,9458901.0,Antigua and Barbuda,15026.0,General cargo ship,2014-12-28,01:09,Malacca Strait,1° 11.00' N,103° 58.00' E,In territorial waters,0
ALABRA,9032654.0,Singapore,25669.0,Product tanker,2014-12-25,04:53,Malacca Strait,1° 02.00' N,103° 38.00' E,In territorial waters,0
LOS ANDES BRIDGE,9451472.0,Panama,27213.0,Container ship,2014-12-20,02:53,South China Sea,1° 23.40' N,104° 40.00' E,In territorial waters,0
MADEIRA,9355161.0,Malta,91373.0,Bulk carrier,2014-12-21,03:48,Malacca Strait,1° 08.25' N,103° 28.96' E,In territorial waters,0
UMT 6,9188104.0,Singapore,165.0,Tug,2014-12-20,04:08,Malacca Strait,1° 05.00' N,103° 44.00' E,In territorial waters,0
PENDULUM,9344095.0,Marshall Islands,43143.0,Bulk carrier,2014-12-19,05:35,Malacca Strait,1° 10.29' N,103° 26.45' E,In territorial waters,0
TORM VITA,9246803.0,Marshall Islands,30128.0,Chemical tanker,2014-12-16,03:53,East Africa,19° 48.00' S,34° 49.00' E,In territorial waters,0
ODIN FINDER,7031761.0,Italy,601.0,Research ship,2014-12-13,01:28,West Africa,4° 46.00' S,11° 50.00' E,In territorial waters,0
VP ASPHALT 2,9616395.0,Viet Nam,3072.0,Tanker,2014-12-07,06:38,South China Sea,2° 15.15' N,104° 49.30' E,In international waters,0
CONGER,9198771.0,Marshall Islands,44067.0,Chemical tanker,2014-11-11,12:33,West Africa,0° 45.00' S,6° 15.00' E,In international waters,0
IRIS GLORY,9364382.0,Marshall Islands,48425.0,LPG tanker,2014-11-12,07:38,Indian Ocean,17° 37.50' N,83° 26.60' E,In territorial waters,0
OLYMPIC GEMINI,9331397.0,Marshall Islands,42887.0,Bulk carrier,2014-12-04,05:23,South China Sea,1° 26.00' N,104° 39.00' E,In international waters,0
GASCHEM PACIFIC,9402574.0,Liberia,13879.0,LPG tanker,2014-12-04,06:28,South China Sea,1° 29.00' N,104° 40.00' E,In international waters,0
DORADUS,9471185.0,Marshall Islands,4599.0,Product tanker,2014-11-25,03:08,Indian Ocean,9° 54.00' N,76° 11.00' E,In territorial waters,0
MOL MANEUVER,9475648.0,Marshall Islands,78316.0,Container ship,2014-11-24,06:08,Malacca Strait,1° 06.60' N,103° 32.10' E,In territorial waters,0
RIVER ETERNITY,9323974.0,Panama,56285.0,Oil tanker,2014-11-23,03:38,Malacca Strait,1° 11.25' N,103° 24.53' E,In territorial waters,0
EVER ALPHA,9552757.0,Malaysia,272.0,Tug,2014-11-17,03:38,Malacca Strait,1° 16.28' N,103° 26.04' E,In territorial waters,0
TIP TOP 1,9629859.0,Malaysia,147.0,Tug,2014-11-13,17:48,Malacca Strait,1° 11.67' N,103° 38.49' E,In territorial waters,0
WINSTAR GRACE,9092836.0,Singapore,142.0,Tug,2014-11-07,06:58,Malacca Strait,1° 11.10' N,103° 52.80' E,In territorial waters,0
KIMOLOS TRADER,9658458.0,Singapore,25145.0,Container ship,2014-11-23,20:58,Indian Ocean,22° 07.00' N,91° 48.00' E,In territorial waters,0
GAS ARIES,8906810.0,Liberia,44493.0,Gas carrier - LPG,2014-11-20,12:08,South China Sea,10° 15.00' N,107° 09.00' E,In territorial waters,0
ALPINE MAYA,9387932.0,"Hong Kong, China",29733.0,Chemical tanker,2014-11-22,04:28,Malacca Strait,1° 07.00' N,103° 30.00' E,In territorial waters,0
ARAL SEA,9161314.0,Singapore,58129.0,Tanker,2014-11-19,03:38,South China Sea,1° 29.00' N,104° 51.00' E,In international waters,0
CRYSTAL DREAM,9498080.0,Panama,6961.0,Chemical tanker,2014-11-16,06:30,Malacca Strait,1° 08.00' N,103° 30.00' E,In territorial waters,0
BEATRICE,9430818.0,Marshall Islands,31229.0,Bulk carrier,2014-11-16,02:53,South China Sea,1° 14.00' S,117° 35.00' E,In territorial waters,0
BERGE KANGCHENJUNGA,9073438.0,Isle of Man (United Kingdom),148159.0,Bulk carrier,2014-11-16,06:18,South China Sea,1° 38.00' N,104° 55.00' E,In international waters,0
SCF ALTAI,9224439.0,Liberia,81085.0,Oil tanker,2014-04-16,05:38,Malacca Strait,1° 24.00' N,104° 35.60' E,In territorial waters,0
SWIBER RAVEN,9502116.0,Singapore,298.0,Tug,2014-10-21,04:38,Malacca Strait,1° 13.80' N,104° 01.10' E,In territorial waters,0
VISHVA NIDHI,9464742.0,India,33170.0,Bulk carrier,2014-11-08,00:53,South China Sea,0° 17.00' S,117° 36.00' E,In port area,0
MIMI SELMER,9324083.0,Marshall Islands,31218.0,Bulk carrier,2014-10-23,11:23,Indian Ocean,21° 47.90' N,91° 47.60' E,In territorial waters,0
EPHESUS,9412622.0,Marshall Islands,19846.0,General cargo ship,2014-08-10,21:38,Malacca Strait,1° 28.84' N,104° 44.86' E,In territorial waters,0
BULK SINGAPORE,9295608.0,Singapore,46021.0,Bulk carrier,2014-10-17,06:58,South China Sea,5° 30.00' S,105° 18.00' E,In territorial waters,0
IRENES LOGOS,9123922.0,Panama,18716.0,Container ship,2014-11-04,05:05,West Africa,4° 03.00' N,5° 28.00' E,In international waters,0
PAVIAN,9248904.0,Liberia,40568.0,Bulk carrier,2014-10-27,06:53,Malacca Strait,1° 04.80' N,103° 36.00' E,In territorial waters,0
FRED,9360269.0,Marshall Islands,28007.0,Container ship,2014-10-25,06:28,South China Sea,1° 24.70' N,104° 35.90' E,In territorial waters,0
GLORY SUN,8402917.0,Panama,15879.0,Cement carrier,2014-10-23,06:06,Malacca Strait,1° 07.45' N,103° 31.33' E,In territorial waters,0
JADE PALMS,9077848.0,Panama,156802.0,Tanker,2014-10-26,06:38,Malacca Strait,1° 14.00' N,103° 33.00' E,In territorial waters,0
DUBAI STAR,9365362.0,Panama,30042.0,Product tanker,2014-10-07,05:18,Indian Ocean,22° 48.00' N,70° 05.00' E,In territorial waters,0
SENTEK 23,9601003.0,Singapore,1602.0,Tanker,2014-09-25,06:38,South China Sea,1° 24.21' N,104° 35.44' E,In territorial waters,0
ARIZONA,9592733.0,Liberia,33044.0,Bulk carrier,2014-10-08,00:48,Indian Ocean,21° 47.00' N,91° 46.00' E,In territorial waters,0
SUNRISE 689,9624196.0,Viet Nam,4080.0,Chemical tanker,2014-10-03,18:08,South China Sea,3° 45.76' N,105° 45.84' E,In international waters,0
PENTRADER,8604955.0,Malaysia,698.0,Oil product tanker,2014-09-22,22:38,Indian Ocean,7° 12.00' N,98° 00.00' E,In international waters,0
FRONT ARROW,9654555.0,Marshall Islands,29993.0,Product tanker,2014-09-27,02:38,Indian Ocean,21° 51.00' N,91° 48.00' E,In port area,0
STENA SUPERIOR,9579030.0,Bermuda (United Kingdom),81187.0,Oil tanker,2014-09-25,06:53,Malacca Strait,1° 28.32' N,104° 40.54' E,In international waters,0
ZILOS,9199206.0,Panama,25543.0,Bulk carrier,2014-09-24,07:08,Malacca Strait,1° 24.00' N,104° 34.00' E,In territorial waters,0
ORAPIN 2,8122323.0,Thailand,1598.0,Product tanker,2014-09-17,23:08,South China Sea,1° 26.00' N,104° 50.20' E,In international waters,0
KOKUKA COURAGEOUS,9568495.0,Panama,19349.0,Tanker,2014-09-14,07:38,Indian Ocean,17° 40.00' N,83° 23.00' E,In port area,0
PORT HAINAN,9456422.0,"Hong Kong, China",33036.0,Bulk carrier,2014-08-23,08:08,South China Sea,6° 05.00' S,106° 53.00' E,In port area,0
V. L. 14,9084712.0,Thailand,1074.0,Tanker,2014-08-28,21:48,South China Sea,3° 24.00' N,104° 04.00' E,In international waters,0
SEA STERLING,9607318.0,Nigeria,4126.0,Product tanker,2014-08-26,18:28,West Africa,4° 14.45' N,5° 13.32' E,In international waters,0
KOTA JUTA,9226839.0,"Hong Kong, China",18502.0,Container ship,2014-08-22,06:08,Malacca Strait,1° 10.00' N,103° 34.00' E,In territorial waters,0
BLIZZARD,8516952.0,Netherlands,2311.0,Tug,2014-08-20,03:03,West Africa,4° 54.00' N,1° 43.00' W,In territorial waters,0
LAKE DAHLIA,9391969.0,Panama,41662.0,Bulk carrier,2014-08-20,09:53,South China Sea,0° 14.00' S,117° 40.00' E,In territorial waters,0
ARGENTA GERBERA,9424596.0,Marshall Islands,20275.0,Chemical tanker,2014-05-30,06:48,North Atlantic Ocean,32° 18.70' N,9° 14.96' W,In port area,0
PENTRADER,8604955.0,Malaysia,492.0,Tanker,2014-08-02,23:08,Malacca Strait,5° 24.00' N,100° 05.00' E,In territorial waters,0
KMARIN MUGUNGHWA,9694995.0,Panama,23247.0,Bulk carrier,2014-07-09,02:38,South China Sea,1° 26.60' N,104° 36.79' E,In international waters,0
MERCURY,8307624.0,Panama,24646.0,Bulk carrier,2014-06-30,03:58,South China Sea,1° 30.50' N,104° 31.50' E,In port area,0
JI XIANG,8403909.0,Mongolia,1986.0,Tanker,2014-07-25,21:38,Malacca Strait,1° 19.54' N,104° 15.46' E,In port area,0
GAS BATAM,9526992.0,Singapore,4485.0,LPG tanker,2014-06-08,00:28,Indian Ocean,22° 29.15' N,91° 40.98' E,In port area,0
GALLANT PESCADORES,9175860.0,Panama,5002.0,General cargo ship,2014-07-23,22:58,South China Sea,14° 29.28' N,120° 37.73' E,In port area,0
KIM HOCK TUG 8,9557537.0,Singapore,299.0,Tug,2014-06-03,01:19,South China Sea,1° 21.41' N,104° 27.91' E,In international waters,0
NORD TOKYO,9519200.0,Singapore,17023.0,Bulk carrier,2014-06-02,04:18,Malacca Strait,3° 22.17' N,99° 27.10' E,In port area,0
PACIFIC SILVER,9184603.0,Marshall Islands,56943.0,Tanker,2014-07-19,04:08,South China Sea,13° 44.00' N,121° 02.00' E,In port area,0
C. P. 41,9186455.0,Thailand,2752.0,Tanker,2014-07-13,00:08,South China Sea,2° 01.00' N,104° 29.00' E,In international waters,0
STELLA KOSAN,9373591.0,Singapore,9175.0,LPG tanker,2014-07-15,07:38,Malacca Strait,1° 29.00' N,104° 43.00' E,In international waters,0
HARBOUR HORNBILL,9150638.0,Malaysia,4044.0,General cargo ship,2014-07-09,02:23,South China Sea,1° 59.00' N,108° 28.00' E,In international waters,0
VINALINES GLORY,9337303.0,Viet Nam,30042.0,Product tanker,2014-07-09,04:08,Malacca Strait,1° 27.20' N,104° 38.50' E,In international waters,0
MORESBY 9,7705740.0,Honduras,56172.0,Tanker,2014-07-04,20:46,South China Sea,3° 23.00' N,105° 08.00' E,In international waters,0
PACIFIC DAWN,9307140.0,Panama,56172.0,Tanker,2014-07-02,04:38,South China Sea,1° 28.00' N,104° 40.00' E,In international waters,0
G. COMMANDER,9114581.0,Republic of Korea,44574.0,LPG tanker,2014-06-30,06:08,South China Sea,1° 07.00' N,103° 30.00' E,In international waters,0
UMGENI,9382499.0,Singapore,11271.0,Tanker,2014-06-25,03:38,South America (C),10° 19.20' N,75° 31.10' W,In port area,0
RHL CALLIDITAS,9495777.0,Liberia,48799.0,Container ship,2014-06-26,03:08,South China Sea,1° 24.00' N,104° 40.00' E,In port area,0
TORM HELENE,9143532.0,Marshall Islands,57031.0,Product tanker,2014-06-25,05:36,Malacca Strait,1° 25.20' N,104° 34.50' E,In port area,0
BULK ECUADOR,9426192.0,Panama,32309.0,Bulk carrier,2014-06-17,19:08,Malacca Strait,3° 57.00' N,98° 46.00' E,In port area,0
GEMINA,9083316.0,Panama,53829.0,Tanker,2014-06-03,16:50,Malacca Strait,1° 16.00' N,104° 21.00' E,In port area,0
LUHAI,9159452.0,China,26829.0,Bulk carrier,2014-06-02,18:48,West Africa,4° 49.00' N,8° 18.00' E,In territorial waters,0
